4145962_0	tell me what is the people 's job title	[ jobTitle ] of @org.schema.Person . Person ( ) ;
4145962_176	what is the college degree of people named QUOTED_STRING_0 with work location here ?	[ alumniOf ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_177	i need the college degree of person QUOTED_STRING_0 whose work location is here .	[ alumniOf ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_178	list the email of people with 6 universities .	[ email ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 6 ;
4145962_179	of those who have attended 6 universities , list their emails .	[ email ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 6 ;
4145962_180	i need a list of all people named QUOTED_STRING_0 who work at location home .	@org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . home ;
4145962_181	i need to see all QUOTED_STRING_0 people with work location listed as home .	@org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . home ;
4145962_182	find this person 's link and phone number .	[ telephone , url ] of @org.schema.Person . Person ( ) ;
4145962_183	for this person , i need their link and telephone .	[ telephone , url ] of @org.schema.Person . Person ( ) ;
4145962_184	text me what is the college degrees the QUOTED_STRING_0 people having work location equal to here is educated	[ alumniOf ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_185	show me what is the college degrees the QUOTED_STRING_0 people having work location equal to here is educated	[ alumniOf ] of @org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . current_location ;
4145962_186	what is the current email of people with 6 universities	[ email ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 6 ;
4145962_187	tell me , what is the email of people with 6 universities	[ email ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 6 ;
4145962_188	fetch a list of all QUOTED_STRING_0 people having work location home	@org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . home ;
4145962_189	grab a list of all QUOTED_STRING_0 people having work location home	@org.schema.Person . Person ( ) filter id =~ QUOTED_STRING_0 && workLocation == $location . home ;
4145962_190	fetch the link and telephone of person	[ telephone , url ] of @org.schema.Person . Person ( ) ;
4145962_191	find the url and telephone of person	[ telephone , url ] of @org.schema.Person . Person ( ) ;
4145962_192	i want to know the position of the person who went to jacksonville university .	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_193	what is the position of the person who was educated at jacksonville university ?	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_196	which people have mastered languages including either catalan or amharic and work for petrobras ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_197	who is fluent in languages including catalan or amharic and works for petrobras ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_198	i need the names of everyone who is fluent in greek or cebuano .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_199	tell me everyone who has mastered either the greek or cebuano language .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_200	get the position of person educated at jacksonville university .	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_201	grab the position of person educated at jacksonville university .	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_202	i desire an QUOTED_STRING_0 that have position containing QUOTED_STRING_1 and with QUOTED_STRING_2 as city .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_2 && id =~ QUOTED_STRING_0 && jobTitle =~ QUOTED_STRING_1 ;
4145962_203	i demand an QUOTED_STRING_0 that have position containing QUOTED_STRING_1 and with QUOTED_STRING_2 as city .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_2 && id =~ QUOTED_STRING_0 && jobTitle =~ QUOTED_STRING_1 ;
4145962_204	what are the person which have languages mastered containing either catalan or amharic and works for petrobras ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_205	tell me , which are the person which have languages mastered containing either catalan or amharic and works for petrobras ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_206	i am searching for all person with either greek or cebuano in the languages mastered	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_207	i am seeking for all person with either greek or cebuano in the languages mastered	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_208	what is the position of the person who was educated at jacksonville university ?	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_209	find the position of the person that attended jacksonville university .	[ jobTitle ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " jacksonville university " ) ) ;
4145962_210	find QUOTED_STRING_0 with position QUOTED_STRING_1 and city QUOTED_STRING_2 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_2 && id =~ QUOTED_STRING_0 && jobTitle =~ QUOTED_STRING_1 ;
4145962_211	find me one QUOTED_STRING_0 with her position QUOTED_STRING_1 and her city QUOTED_STRING_2 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_2 && id =~ QUOTED_STRING_0 && jobTitle =~ QUOTED_STRING_1 ;
4145962_212	find me who works for petrobras and has mastered catalan or amharic ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_213	show me the person who works for petrobras have the languages mastered : catalan or amharic ?	@org.schema.Person . Person ( ) filter ( contains ( knowsLanguage , null ^^tt:iso_lang_code ( " catalan " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " amharic " ) ) ) && contains ( worksFor , null ^^org.schema.Person:Organization ( " petrobras " ) ) ;
4145962_214	show me everyone who has mastered greek or cebuano .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_215	of those who have mastered the languages greek or cebuano , show me all of them .	@org.schema.Person . Person ( ) filter contains ( knowsLanguage , null ^^tt:iso_lang_code ( " greek " ) ) || contains ( knowsLanguage , null ^^tt:iso_lang_code ( " cebuano " ) ) ;
4145962_216	what awards have been earned by people working as a QUOTED_STRING_0 who have a maximum of 12 college degrees ?	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_217	which awards belong to those people who have no more than 12 university degrees and are employed as a QUOTED_STRING_0 ?	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_218	let me see the email belonging to those people with no less than 8 awards .	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_219	i 'd like to know what email address belongs to those individuals with 8 awards minimum .	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_220	what emails are used by those people with fluency in over 5 languages ?	[ email ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) >= 5 ;
4145962_221	tell me the email addresses pertaining to those people that have mastered a total number of languages greater than 5 .	[ email ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) >= 5 ;
4145962_222	what 's the email of those campbell attendees with work as their job location ?	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " campbell " ) ) && workLocation == $location . work ;
4145962_223	which emails belong to those people with a work job location and a campbell education ?	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " campbell " ) ) && workLocation == $location . work ;
4145962_224	get me what 's the awards that person having at most 12 college degrees , which have QUOTED_STRING_0 as position received the .	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_225	fetch me what 's the awards that person having at most 12 college degrees , which have QUOTED_STRING_0 as position received the .	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_226	present me what 's the email of people having no fewer than 8 awards	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_227	get me what 's the email of people having no fewer than 8 awards	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_228	tell me , what is the email of people that have more than 5 languages mastered ?	[ email ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) >= 5 ;
4145962_229	name me the email of people that have more than 5 languages mastered ?	[ email ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) >= 5 ;
4145962_230	what is the email of person educated at campbell , with work location work	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " campbell " ) ) && workLocation == $location . work ;
4145962_231	tell me , who is the email of person educated at campbell , with work location work	[ email ] of @org.schema.Person . Person ( ) filter contains ( alumniOf , null ^^org.schema.Person:Organization ( " campbell " ) ) && workLocation == $location . work ;
4145962_232	of those with a max of 12 college degrees , show those with QUOTED_STRING_0 as their position .	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_233	find people with 12 college degrees or fewer , and show who are listed as QUOTED_STRING_0 .	[ award ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= 12 && jobTitle =~ QUOTED_STRING_0 ;
4145962_234	show the emails of people with more than 8 awards .	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_235	list the emails of those with 8 awards or greater .	[ email ] of @org.schema.Person . Person ( ) filter count ( award ) >= 8 ;
4145962_236	find the emails of people with more than 5 languages mastered .	[ email ] of @org.schema.Person . Person ( ) filter count ( knowsLanguage ) >= 5 ;
